test_number,image_size,split_layer,accuracy,top_1_accuracy,top_5_accuracy,precision,recall,BLEU,total_time,head_time,network_time,tail_time,nw_payload
2.0,250.0,3.0,0.5855595238095238,0.79,0.89,0.6109652014652015,0.5855595238095238,0.4356404591433586,0.4576057824098097,0.0204047494196856,0.2312604791801249,0.2059405538099991,129724.38
3.0,250.0,3.0,0.5905595238095238,0.79,0.9,0.6108754578754578,0.5905595238095238,0.436462454212003,1.390920874709409,0.0182612475097267,1.1709522379296822,0.20170738927,750000.0
4.0,250.0,3.0,0.5905595238095238,0.79,0.9,0.6108754578754578,0.5905595238095238,0.436462454212003,1.270639606479817,0.1381772789299429,0.9278041952198818,0.2046581323299926,608837.08
5.0,250.0,3.0,0.5905595238095238,0.79,0.9,0.6108754578754578,0.5905595238095238,0.436462454212003,3.551189597740158,0.053468952030089,3.2963354547000674,0.2013851910100015,1968128.0
5.0,250.0,40.0,0.5905595238095238,0.79,0.9,0.6108754578754578,0.5905595238095238,0.436462454212003,1.747146039929794,0.3076261222195171,1.2575450657802765,0.1819748519300003,802816.0
5.0,250.0,63.0,0.5905595238095238,0.79,0.9,0.6108754578754578,0.5905595238095238,0.436462454212003,1.9950170654403336,0.3828988363000098,1.4401836479903294,0.1719345811499943,903168.0
5.0,250.0,86.0,0.5905595238095238,0.79,0.9,0.6108754578754578,0.5905595238095238,0.436462454212003,2.072291037739851,0.4574448249102716,1.448380565249588,0.1664656475799915,903168.0
5.0,250.0,100.0,0.5905595238095238,0.79,0.9,0.6108754578754578,0.5905595238095238,0.436462454212003,1.5733641102405818,0.589295947550272,0.8262089257203161,0.1578592369699936,519168.0
5.0,250.0,132.0,0.5905595238095238,0.79,0.9,0.6108754578754578,0.5905595238095238,0.436462454212003,1.69460489588957,0.7455905044793326,0.8016386783702273,0.1473757130400099,519168.0
5.0,250.0,164.0,0.5905595238095238,0.79,0.9,0.6108754578754578,0.5905595238095238,0.436462454212003,1.9038185710397373,0.9538629074693744,0.8127029492603788,0.1372527143099841,519168.0
5.0,250.0,196.0,0.5905595238095238,0.79,0.9,0.6108754578754578,0.5905595238095238,0.436462454212003,1.9949975631704728,1.0627135660505154,0.8071805802699419,0.1251034168500155,519168.0
5.0,250.0,228.0,0.5905595238095238,0.79,0.9,0.6108754578754578,0.5905595238095238,0.436462454212003,2.16405992495027,1.2414305992406298,0.808553679779634,0.1140756459300064,519168.0
5.0,250.0,248.0,0.5905595238095238,0.79,0.9,0.6108754578754578,0.5905595238095238,0.436462454212003,1.7936171940904024,1.4415189529501369,0.2464671706902481,0.1056310704500174,184320.0
5.0,250.0,279.0,0.5905595238095238,0.79,0.9,0.6108754578754578,0.5905595238095238,0.436462454212003,2.0226963962300943,1.56251640749957,0.3654645114105141,0.09471547732001,294912.0
6.0,250.0,3.0,0.5905595238095238,0.79,0.9,0.6108754578754578,0.5905595238095238,0.436462454212003,2.2711119676202363,0.378765573510391,1.6944909059898554,0.1978554881199898,1035050.41
6.0,250.0,40.0,0.5905595238095238,0.79,0.9,0.6108754578754578,0.5905595238095238,0.436462454212003,1.2725576087700756,0.5110136735898414,0.5816912380302164,0.1798526971500177,411831.22
6.0,250.0,63.0,0.5905595238095238,0.79,0.9,0.6108754578754578,0.5905595238095238,0.436462454212003,1.529106845409915,0.6623672264400375,0.6926131237598565,0.1741264952100209,430245.92
6.0,250.0,86.0,0.5905595238095238,0.79,0.9,0.6108754578754578,0.5905595238095238,0.436462454212003,1.5406207466498745,0.8030069898903457,0.5733384787494924,0.1642752780100363,399870.8
6.0,250.0,100.0,0.5905595238095238,0.79,0.9,0.6108754578754578,0.5905595238095238,0.436462454212003,1.2962426905101163,0.819674279170431,0.3191814852097195,0.157386926129966,263738.42
6.0,250.0,132.0,0.5905595238095238,0.79,0.9,0.6108754578754578,0.5905595238095238,0.436462454212003,1.3362651571100286,0.9512778024496218,0.2388565138303875,0.1461308408300192,176569.73
6.0,250.0,164.0,0.5905595238095238,0.79,0.9,0.6108754578754578,0.5905595238095238,0.436462454212003,2.6777687628899,1.0727514924795831,1.4688655834903148,0.1361516869200022,171126.88
6.0,250.0,196.0,0.5905595238095238,0.79,0.9,0.6108754578754578,0.5905595238095238,0.436462454212003,1.5964456541198888,1.231900930199845,0.2395016743899941,0.1250430495300497,170946.16
6.0,250.0,228.0,0.5905595238095238,0.79,0.9,0.6108754578754578,0.5905595238095238,0.436462454212003,1.7539628500096296,1.4416388871196977,0.1979380523899999,0.1143859104999319,84005.98
6.0,250.0,248.0,0.5905595238095238,0.79,0.9,0.6108754578754578,0.5905595238095238,0.436462454212003,1.846271485299876,1.488256092349766,0.2512625841701174,0.1067528087799928,62019.94
6.0,250.0,279.0,0.5905595238095238,0.79,0.9,0.6108754578754578,0.5905595238095238,0.436462454212003,1.8877370974004588,1.6099638602805497,0.18258168079994902,0.09519155631996,47006.84
